index_no	collection	resource_id	title	author	post_created_at	source_url	tags	source_status_existing	source_disposition_existing	source_confidence_existing	topic_primary	topic_secondary	content_chars	content_quality	index_use	method_or_external_reference	user_fact_boundary	evidence_level	full_distill_recommended	uncertainty_flags	has_media	has_comments	duplicate_resource_id	source_path
035	Bookmarks	6a677f9f000000000100cec8	ChatGPT 新功能 Health，每周生成健康周报	杜耶Pro	2026-07-27T15:56:15.000Z	https://www.xiaohongshu.com/explore/6a677f9f000000000100cec8?xsec_token=AB3TwT7yKJJgwOF1-UGsGIP9fYd6bgFU6bPcnYy634jl4%3D	howto用好AI;ChatGPT;OpenAI;杜耶;好玩的 ai;6a566b6900000000320201b0	domain-referenced	external-reference	medium	ai-agent-workflow	health-lifestyle;apple-digital	137	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	time-version-sensitive;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/ChatGPT 新功能 Health，每周生成健康周报 - 6a677f9f000000000100cec8.md
036	Bookmarks	6a44a4570000000015025bd0	CodexBar	改名字辟邪	2026-07-01T05:23:35.000Z	https://www.xiaohongshu.com/explore/6a44a4570000000015025bd0?xsec_token=AB7YHIgYniLr8zaPm2nw1qDVhQXC-v7pckv9HgDGKFnKc%3D	none	domain-referenced	external-reference	medium	apple-digital	none	34	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	no	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/CodexBar - 6a44a4570000000015025bd0.md
037	Bookmarks	6a6dcb6d00000000350156fd	Codex一个月两篇2区	踏雪驭风	2026-08-01T10:33:17.000Z	https://www.xiaohongshu.com/explore/6a6dcb6d00000000350156fd?xsec_token=AB_sC-zN7zTx1W4yH4Ye5USgfh17M31nTdB7YiMUoSq-E%3D	好玩的 ai;6a566b6900000000320201b0	domain-referenced	external-reference	medium	ai-agent-workflow	none	167	prose	仅外部参考（工具/资讯）	仅作工具名称、功能或生态线索；不把推荐语、版本、Star/浏览量或效果承诺当事实	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/Codex一个月两篇2区 - 6a6dcb6d00000000350156fd.md
038	Bookmarks	6a4f790d000000002101bfc9	Codex菜单栏额度小表	绿萝卜蹲蹲	2026-07-09T10:33:49.000Z	https://www.xiaohongshu.com/explore/6a4f790d000000002101bfc9?xsec_token=ABsJrkP7F9Mo9Zq48TkJN8qrcb187HBqbJ6Hx7x5vS3Ws%3D	Codex;VibeCoding;开源项目;macOS工具;菜单栏工具;Swift;AI编程;效率工具分享;vibecoding大赏	domain-referenced	external-reference	medium	ai-agent-workflow	none	343	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	none	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/Codex菜单栏额度小表 - 6a4f790d000000002101bfc9.md
039	Bookmarks	6a53967d000000000702f7cf	Codex额度重置卡不用打开看了	小万AI实战记	2026-07-12T13:28:29.000Z	https://www.xiaohongshu.com/explore/6a53967d000000000702f7cf?xsec_token=ABrLhMFjwe9ly3Xi2VmvtPw9jIebzvhmOwJi1LB52tdMo%3D	Codex;CodexMeter;AI编程;程序员;开源项目;开发者工具;桌面小组件;Electron;Vue3;效率工具	domain-referenced	external-reference	medium	ai-agent-workflow	apple-digital	547	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	marketing-or-outcome-claim;star-view-like-claim	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/Codex额度重置卡不用打开看了 - 6a53967d000000000702f7cf.md
040	Bookmarks	68874fc5000000001d00d884	FPGA学习路径 从零基础到实战的成长指南	江上知客	2025-07-28T10:24:05.000Z	https://www.xiaohongshu.com/explore/68874fc5000000001d00d884?xsec_token=ABtOctEd7-6sPqg714y-eZyzG-hJ6P__1ANSs4bg1g2FQ%3D	FPGA;嵌入式;学习分享;理工科;FPGA初学;芯片;IC设计;个人专辑;5d8a3e42000000000103a328	domain-referenced	external-reference	medium	embedded-technical	none	66	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/FPGA学习路径 从零基础到实战的成长指南 - 68874fc5000000001d00d884.md
041	Bookmarks	6a7dad79000000002402c02c	Feishu x Obsidian｜多人协同+自动化☁️	鱼先生的模块化Obsidian	2026-08-13T12:42:02.000Z	https://www.xiaohongshu.com/explore/6a7dad79000000002402c02c?xsec_token=AB01CX_eaN6sUfeYiGzaaQHL2X70xKbwYfNTOoTgqcHJA%3D	obsidian;协同办公;模块化OB;飞书;多维表;云文档	domain-referenced	external-reference	medium	knowledge-management	none	104	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E1	maybe	media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/Feishu x Obsidian｜多人协同+自动化☁️ - 6a7dad79000000002402c02c.md
042	Bookmarks	6a73f448000000002500b3ab	GitHub一周飙升榜，第一名狂涨 7,554 Star	硅基白话	2026-08-06T02:41:12.000Z	https://www.xiaohongshu.com/explore/6a73f448000000002500b3ab?xsec_token=ABR8D5XIictmT1FBSEsYeaE9xdRO4N5lGMxwI3Zvnwlj0%3D	AI进化生活howto;howto玩坏AI;howto用AI手搓APP;AI搞事业howto;AI不焦虑howto;AI反常识howto;AI搞学习howto;AI工具;AI工作流	domain-referenced	external-reference	medium	ai-agent-workflow	none	169	prose	方法候选（工具工作流）	可吸收：记录触发条件、输入输出、验证步骤和复用边界，再评估工具是否值得安装；版本、兼容性、Star/浏览量与效果数字需核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	maybe	marketing-or-outcome-claim;star-view-like-claim;media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/GitHub一周飙升榜，第一名狂涨 7,554 Star - 6a73f448000000002500b3ab.md
043	Bookmarks	6a57a7c3000000001503edd0	GitHub上的闷声发大财的项目！	麦哲伦二世	2026-07-15T15:31:15.000Z	https://www.xiaohongshu.com/explore/6a57a7c3000000001503edd0?xsec_token=ABBlDdPbnCB17FSU913zloUT4XFdjYfF8UBgvgMFv_LxA%3D	none	domain-referenced	external-reference	medium	misc-external	none	33	short-or-media-led	仅外部参考（正文不足）	正文过短或主要依赖图片/视频；只登记标题、作者与原链，全文/媒体需另行核验	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E1	no	media-needs-review	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/GitHub上的闷声发大财的项目！ - 6a57a7c3000000001503edd0.md
044	Bookmarks	6a4f8d6d000000000702cc4b	GitHub本周最火Agent Skill盘点	铲屎官阿沐的Ai日常	2026-07-09T12:00:45.000Z	https://www.xiaohongshu.com/explore/6a4f8d6d000000000702cc4b?xsec_token=ABsJrkP7F9Mo9Zq48TkJN8qpc3xgrtSSDhmqbkkVhnAKM%3D	AI编程;ClaudeCode;GitHub;程序员工具;AI效率;howto用好AI	domain-referenced	external-reference	medium	ai-agent-workflow	career-and-employment	504	prose	方法候选（AI辅助求职/面试流程）	可吸收：把输入材料、岗位/问题拆解、生成草稿、人工核验和复盘串成工作流；工具名称、效果数字和“offer”需独立验证	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	maybe	marketing-or-outcome-claim;star-view-like-claim;time-version-sensitive	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/GitHub本周最火Agent Skill盘点 - 6a4f8d6d000000000702cc4b.md
045	Bookmarks	69d3102f000000001a0309d1	Github最热门的100个Skill（整理版）	包子呀	2026-04-06T01:45:19.000Z	https://www.xiaohongshu.com/explore/69d3102f000000001a0309d1?xsec_token=AB7rc3OW_DX18-Mq0rObtQa7G1Zw8MBhTAV-CWWJ9BSRM%3D	AI人工智能;skill;claudecode;claudeskill;大模型	domain-referenced	external-reference	medium	ai-agent-workflow	none	241	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	maybe	time-version-sensitive;media-needs-review	yes	no	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/Github最热门的100个Skill（整理版） - 69d3102f000000001a0309d1.md
046	Bookmarks	6a51962d00000000220092e2	Github本周热门项目排行榜（2026.07.11）	赛博猫2077	2026-07-11T13:03:01.000Z	https://www.xiaohongshu.com/explore/6a51962d00000000220092e2?xsec_token=ABTp4E7jtoAfjDkJUvOUOZ2gwuWErBRpOzZdJND9S7eD0%3D	Al;开源工具;大模型;skills;科研;效率神器;AI工具;个人开发者;codex;排行榜	domain-referenced	external-reference	medium	graduate-research	ai-agent-workflow	892	prose	方法候选（信息核对/备考流程）	可吸收：把招生/调剂/复试或复习信息拆为时间线、核验项和决策记录；学校、人数、分数、薪资与去向必须以官方/一手资料复核	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	maybe	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/Github本周热门项目排行榜（2026.07.11） - 6a51962d00000000220092e2.md
047	Bookmarks	695beca6000000001a0367a6	HOT100刷题笔记（卡片版）：哈希	Jerry X	2026-01-05T16:53:58.000Z	https://www.xiaohongshu.com/explore/695beca6000000001a0367a6?xsec_token=ABXnhkGp0kDrbINXD0trAHHYR9VozeOeDpD-aA7On11T4%3D	leetcode;hot100;计算机;算法面试;实习;力扣;面试题;程序员;面经;分享我的考试秘籍	domain-referenced	external-reference	medium	algorithm-learning	career-and-employment;knowledge-management	289	prose	方法候选（算法学习/复习）	可吸收：按题型或卡片拆分练习，用时间盒、错题回看和间隔复习形成闭环；题解/速通天数是外部计划，不证明用户掌握	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/HOT100刷题笔记（卡片版）：哈希 - 695beca6000000001a0367a6.md
048	Bookmarks	69d5a453000000002200ca16	Karpathy刚说完就有人做了！CC知识图谱神器	两斤AI	2026-04-08T00:41:55.000Z	https://www.xiaohongshu.com/explore/69d5a453000000002200ca16?xsec_token=ABEEIV7MmXAp6NITs2ikStBvJ_uFwOMQZSnuGlmYvwQe0%3D	大模型;人工智能;AI人工智能;人类高质量科研工具;文献查找;效率神器;数据可视化;AI工具	domain-referenced	external-reference	medium	ai-knowledge-workflow	ai-agent-workflow;knowledge-management;graduate-research	1046	prose	方法候选（工具配置/用量管理）	可吸收：按任务分层、记录用量、切换模型/Provider并保留人工确认；额度、价格、兼容性和省钱比例是时效性外部声明	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E3	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/Karpathy刚说完就有人做了！CC知识图谱神器 - 69d5a453000000002200ca16.md
049	Bookmarks	6a567699000000002200bbcb	M5很好，但我却留下了M1 Pro	Zephyr Lee🌟	2026-07-14T17:49:13.000Z	https://www.xiaohongshu.com/explore/6a567699000000002200bbcb?xsec_token=ABA0xQIHl3tISLdGDtMelf4nAimYXubrcDrL8U5Sktd_Y%3D	MacBook;macbookpro;vibecoding;xcode;二手;实用主义;笔记本电脑;macbookair;如果是你，你会怎么选？	domain-referenced	external-reference	medium	ai-agent-workflow	career-and-employment;apple-digital	652	prose	方法候选（知识库/笔记工作流）	可吸收：把输入、结构化、链接/检索、复习与输出串成知识库闭环；插件、同步和工具能力需按当前环境复核	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实；其中第一人称内容仍是原帖自述，需另证	E2	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/M5很好，但我却留下了M1 Pro - 6a567699000000002200bbcb.md
050	Bookmarks	6a572eea000000000f032bba	MCU+RTOS基础方向学习路线(详细视频版)	不搭xhs	2026-07-15T10:30:42.000Z	https://www.xiaohongshu.com/explore/6a572eea000000000f032bba?xsec_token=ABBlDdPbnCB17FSU913zloUSy4Q7UxKUBgjCbsuYkcCzI%3D	嵌入式项目;嵌入式;嵌入式工作;嵌入式软件学习路线;mcu和rtos方向学习路线	domain-referenced	external-reference	medium	embedded-career	embedded-technical;career-and-employment;knowledge-management	300	prose	方法候选（学习路线/复习流程）	可吸收：把基础语言、系统/驱动、RTOS/通信、项目与投递串成阶段路线，用项目输出检验进度；原帖顺序需按目标岗位调整	来源路径标记为 Bookmarks；收藏行为不等于认同或实践，原作者经历/观点仅作外部参考，不转为用户事实	E2	yes	time-version-sensitive	yes	yes	no	小红书（RedNote）/。。。。。。。/收藏（Bookmarks）/MCU+RTOS基础方向学习路线(详细视频版) - 6a572eea000000000f032bba.md
