domain	class	status	disposition	confidence	reason	disposition_reason	artifact_refs	path	size_bytes	sha256_16
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/48-旋转图像.md	7648	b4e0d1e21253f436
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/49-字母异位词分组.md	9221	9ff2e3a0e9025b82
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/5-最长回文子串.md	6678	9bd4ececa6fdaa14
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/51-N皇后.md	8864	09854bbf26d1ca96
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/53-最大子数组和.md	7488	69067f24946b6ef5
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/54-螺旋矩阵.md	8883	66167ecbd74ac709
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/543-二叉树的直径.md	6282	edc9dbd92f89bf07
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/55-跳跃游戏.md	7293	dff8c28f6c48c079
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/56-合并区间.md	8512	175167e58a737154
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/560-和为K的子数组.md	7962	7482ec92a796d334
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/62-不同路径.md	6112	151b9ced38c6e7db
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/64-最小路径和.md	6311	33d828d62e1ed6e2
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/70-爬楼梯.md	4708	69c4dc52900b6dc4
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/72-编辑距离.md	7573	e9e6bca5ae7f64c8
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/73-矩阵置零.md	10007	8fb4346034fc8b55
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/739-每日温度.md	7347	56004010f39cc29d
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/74-搜索二维矩阵.md	7151	2246c68703d7de24
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/75-颜色分类.md	6605	836e6777903a8fd9
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/76-最小覆盖子串.md	9792	b6d53d37c8bb9afc
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/763-划分字母区间.md	7567	5e7f430db3a40fea
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/78-子集.md	7042	60cbd29fa3cb0dd4
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/79-单词搜索.md	8954	46d27a658e5e1308
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/84-柱状图中最大的矩形.md	8969	07b6dcaa71676926
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/94-二叉树的中序遍历.md	6658	755dd68d3870819b
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/98-验证二叉搜索树.md	8823	f902aedb2720c8c1
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/02-Wiki/题目详解/994-腐烂的橘子.md	8667	4a663c8ae76c3619
leetcode-algorithm-learning	knowledge-document	skill-evidence	skill-evidence	high	explicitly listed in canonical Skill source_files	explicit source_files entry in canonical Skill	algorithm-active-recall-loop	archive/力扣刷题/03-学习笔记/Day01-哈希与双指针.md	7001	b1c1923e62564c6e
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/03-学习笔记/Day02-滑动窗口与子串.md	7527	c05700225193e09d
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/03-学习笔记/Day03-数组与矩阵.md	8127	440d6bcb590af77e
leetcode-algorithm-learning	knowledge-document	domain-scoped	domain-scope	low	a documented directory prefix in the domain text covers the path, but no file-level citation was found	covered by source-boundary.md but not individually cited	leetcode-algorithm-learning	archive/力扣刷题/03-学习笔记/Day04-链表基础.md	7774	15f5cd752f45d902
