skill	symbol	status	matched_source_files
embedded-c-struct-binary-contract-audit	sizeof	exact	projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md
embedded-c-struct-binary-contract-audit	offsetof	exact	projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md
embedded-c-struct-binary-contract-audit	_Alignof	exact	projects/嵌入式八股/糯叽叽八股/01 C语言.md
embedded-c-struct-binary-contract-audit	pragma pack	exact	projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md
embedded-c-struct-binary-contract-audit	bit-field	review-label	
embedded-c-struct-binary-contract-audit	union	exact	projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md
embedded-c-struct-binary-contract-audit	flexible array	review-label	
embedded-c-struct-binary-contract-audit	volatile	exact	projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/06 STM32.md
embedded-c-struct-binary-contract-audit	CRC	exact	projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md;projects/嵌入式八股/糯叽叽八股/08 通讯协议.md
embedded-c-struct-binary-contract-audit	DLC	exact	projects/嵌入式八股/糯叽叽八股/08 通讯协议.md
embedded-c-struct-binary-contract-audit	memcpy	exact	projects/嵌入式八股/3. 杂七杂八/10. 嵌入式开发，最值得精通的28个结构体.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md
embedded-c-struct-binary-contract-audit	endian	review-label	
embedded-cpp-resource-lifetime	RAII	exact	projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/02 C++.md
embedded-cpp-resource-lifetime	constructor	exact	projects/嵌入式八股/糯叽叽八股/02 C++.md
embedded-cpp-resource-lifetime	destructor	exact	projects/嵌入式八股/糯叽叽八股/02 C++.md
embedded-cpp-resource-lifetime	copy constructor	review-label	
embedded-cpp-resource-lifetime	move constructor	review-label	
embedded-cpp-resource-lifetime	unique_ptr	exact	projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/02 C++.md
embedded-cpp-resource-lifetime	shared_ptr	exact	projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/02 C++.md
embedded-cpp-resource-lifetime	weak_ptr	exact	projects/嵌入式八股/糯叽叽八股/02 C++.md
embedded-cpp-resource-lifetime	vector	exact	projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/02 C++.md;projects/嵌入式八股/糯叽叽八股/03 STL与容器.md
embedded-cpp-resource-lifetime	iterator	exact	projects/嵌入式八股/糯叽叽八股/02 C++.md;projects/嵌入式八股/糯叽叽八股/03 STL与容器.md
embedded-interview-layered-answer	定义	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.3 实战重构与面试追问.md;projects/RTOS项目/RTOS项目复习文档.md;projects/嵌入式八股/1. 项目八股/Linux物理内存碎片高频面试题.md;projects/嵌入式八股/1. 项目八股/RTOS高频面试题.md;projects/嵌入式八股/嵌入式高频八股150题.md
embedded-interview-layered-answer	原理	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/嵌入式八股/1. 项目八股/Linux物理内存碎片高频面试题.md;projects/嵌入式八股/1. 项目八股/RTOS高频面试题.md;projects/嵌入式八股/嵌入式高频八股150题.md
embedded-interview-layered-answer	项目映射	review-label	
embedded-interview-layered-answer	边界	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.3 实战重构与面试追问.md;projects/RTOS项目/RTOS项目复习文档.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/嵌入式八股/1. 项目八股/Linux物理内存碎片高频面试题.md;projects/嵌入式八股/1. 项目八股/RTOS高频面试题.md;projects/嵌入式八股/1. 项目八股/linux视觉感知面试题.md;projects/嵌入式八股/嵌入式高频八股150题.md
embedded-interview-layered-answer	优化	exact	projects/RTOS项目/RTOS项目复习文档.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/linux视觉感知项目/文档/06 面试与复习/6.3 LIME与优化面试要点.md;projects/嵌入式八股/1. 项目八股/Linux物理内存碎片高频面试题.md;projects/嵌入式八股/1. 项目八股/RTOS高频面试题.md;projects/嵌入式八股/1. 项目八股/linux视觉感知面试题.md;projects/嵌入式八股/嵌入式高频八股150题.md
embedded-interview-layered-answer	追问	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.3 实战重构与面试追问.md;projects/RTOS项目/RTOS项目复习文档.md;projects/linux视觉感知项目/文档/06 面试与复习/6.2 项目全局面试问答.md;projects/嵌入式八股/1. 项目八股/Linux物理内存碎片高频面试题.md;projects/嵌入式八股/1. 项目八股/RTOS高频面试题.md;projects/嵌入式八股/1. 项目八股/linux视觉感知面试题.md;projects/嵌入式八股/嵌入式高频八股150题.md
embedded-learning-state-and-active-recall	mastery	exact	工作台/八股进度.base;工作台/学习总账.md;工作台/嵌入式学习工作台.md;工作台/条目记录/150题-001.md;工作台/条目记录/小林网络-001.md;工作台/条目记录/项目八股-RTOS-A0.md
embedded-learning-state-and-active-recall	review_flag	exact	工作台/八股进度.base;工作台/学习总账.md;工作台/嵌入式学习工作台.md;工作台/条目记录/150题-001.md;工作台/条目记录/小林网络-001.md;工作台/条目记录/项目八股-RTOS-A0.md
embedded-learning-state-and-active-recall	last_studied	exact	工作台/八股进度.base;工作台/学习总账.md;工作台/嵌入式学习工作台.md;工作台/条目记录/150题-001.md;工作台/条目记录/小林网络-001.md;工作台/条目记录/项目八股-RTOS-A0.md
embedded-learning-state-and-active-recall	source	exact	工作台/八股进度.base;工作台/学习总账.md;工作台/条目记录/150题-001.md;工作台/条目记录/小林网络-001.md;工作台/条目记录/项目八股-RTOS-A0.md
embedded-learning-state-and-active-recall	formula.mastery_score	exact	工作台/八股进度.base
embedded-learning-state-and-active-recall	formula.needs_review	exact	工作台/八股进度.base
embedded-memory-lifetime-and-pool-design	malloc	exact	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c;projects/嵌入式八股/3. 杂七杂八/7. 嵌入式系统开发，必知的10个内存管理策略.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/02 C++.md;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-memory-lifetime-and-pool-design	free	exact	projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c;projects/嵌入式八股/3. 杂七杂八/7. 嵌入式系统开发，必知的10个内存管理策略.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/02 C++.md;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-memory-lifetime-and-pool-design	pvPortMalloc	exact	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c;projects/嵌入式八股/3. 杂七杂八/7. 嵌入式系统开发，必知的10个内存管理策略.md;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-memory-lifetime-and-pool-design	vPortFree	exact	projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c;projects/嵌入式八股/3. 杂七杂八/7. 嵌入式系统开发，必知的10个内存管理策略.md;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-memory-lifetime-and-pool-design	xTaskCreate	exact	projects/RTOS项目/源码/APP_TASK/app_tasks.c;projects/嵌入式八股/3. 杂七杂八/7. 嵌入式系统开发，必知的10个内存管理策略.md;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-memory-lifetime-and-pool-design	xTaskCreateStatic	exact	projects/嵌入式八股/3. 杂七杂八/7. 嵌入式系统开发，必知的10个内存管理策略.md;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-memory-lifetime-and-pool-design	configSUPPORT_DYNAMIC_ALLOCATION	exact	projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-memory-lifetime-and-pool-design	configTOTAL_HEAP_SIZE	exact	projects/RTOS项目/源码/FreeRTOS/include/FreeRTOSConfig.h;projects/RTOS项目/源码/FreeRTOS/portable/MemMang/heap_4.c
embedded-memory-lifetime-and-pool-design	Memory Pool	exact	projects/嵌入式八股/3. 杂七杂八/7. 嵌入式系统开发，必知的10个内存管理策略.md;projects/嵌入式八股/糯叽叽八股/01 C语言.md;projects/嵌入式八股/糯叽叽八股/07 FreeRTOS.md
embedded-numeric-contract-audit	IEEE 754	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.7 为什么 0.1 + 0.2 不等于 0.3？.md;projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	float	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.7 为什么 0.1 + 0.2 不等于 0.3？.md
embedded-numeric-contract-audit	double	exact	projects/嵌入式八股/2. 小林图解/图解系统/02｜硬件结构篇/2.7 为什么 0.1 + 0.2 不等于 0.3？.md
embedded-numeric-contract-audit	REAL	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	LREAL	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	INT_TO_REAL	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	REAL_TO_INT	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	ScaleLinear	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	FilterCoefficient	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	HighLimit	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
embedded-numeric-contract-audit	LowLimit	exact	projects/嵌入式八股/3. 杂七杂八/14. PLC 原理 + 数据类型，工控入门天花板知识点.md
interactive-lab-fact-boundary-audit	eBPF	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.1 全链路手工追踪.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.2 深度学习路线与VCQ诊断.md
interactive-lab-fact-boundary-audit	BCC	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.1 全链路手工追踪.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.2 深度学习路线与VCQ诊断.md
interactive-lab-fact-boundary-audit	Python	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.1 全链路手工追踪.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.2 深度学习路线与VCQ诊断.md
interactive-lab-fact-boundary-audit	curses	exact	projects/Linux物理内存检测项目/文档/4 深度学习/4.1 源码审计与事实边界.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.1 全链路手工追踪.md;projects/Linux物理内存检测项目/文档/4 深度学习/4.2 主动学习与推演/4.2.2 深度学习路线与VCQ诊断.md
interactive-lab-fact-boundary-audit	source	review-label	
interactive-lab-fact-boundary-audit	boundary	review-label	
interactive-lab-fact-boundary-audit	LIME	exact	projects/linux视觉感知项目/文档/01 项目概述/1.5 系统全景与数据流.md;projects/linux视觉感知项目/文档/05 系统集成与性能/5.1 模型轻量化与参数压缩.md
interactive-lab-fact-boundary-audit	LSTR	exact	projects/linux视觉感知项目/文档/01 项目概述/1.5 系统全景与数据流.md;projects/linux视觉感知项目/文档/05 系统集成与性能/5.1 模型轻量化与参数压缩.md
linux-buddy-fragmentation-diagnosis	struct zone	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.1 Linux物理内存与伙伴系统.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.2 内存状态统计方法.md;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-buddy-fragmentation-diagnosis	free_area	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.1 Linux物理内存与伙伴系统.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.2 内存状态统计方法.md;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-buddy-fragmentation-diagnosis	fill_contig_page_info	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.1 Linux物理内存与伙伴系统.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.2 内存状态统计方法.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.3 碎片化指数计算算法.md;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-buddy-fragmentation-diagnosis	unusable_free_index	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.1 Linux物理内存与伙伴系统.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.2 内存碎片化问题分析.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.2 内存状态统计方法.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.3 碎片化指数计算算法.md;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-buddy-fragmentation-diagnosis	__fragmentation_index	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.2 内存状态统计方法.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.3 碎片化指数计算算法.md;projects/Linux物理内存检测项目/源码/fraginfo.c
linux-buddy-fragmentation-diagnosis	order	exact	projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.1 Linux物理内存与伙伴系统.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.2 内存碎片化问题分析.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.2 内存管理核心概念/3.2.3 内存分配快速路径监控.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.2 内存状态统计方法.md;projects/Linux物理内存检测项目/文档/3 深入理解/3.4 数据采集与处理/3.4.3 碎片化指数计算算法.md;projects/Linux物理内存检测项目/源码/fraginfo.c
